# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.0 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-01-01T00:00:00.0
# Date end (ISO 8601): 2021-01-02T00:00:00.0
# Latitude (positive North, ISO 19115): 41.9650
# Longitude (positive East, ISO 19115): 12.7954
# Altitude (m): 166.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2021-10-02
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2020-07-24T06:00:00.0/2020-07-24T07:00:00.0;592.8182;398.3938;291.1295;107.2643;644.2806;382.8991;289.4409;93.4583;640.1224;1.0000
2020-07-24T07:00:00.0/2020-07-24T08:00:00.0;808.5101;580.7657;451.6998;129.0660;735.8605;567.1547;454.3646;112.7901;740.0965;1.0000
2020-07-24T08:00:00.0/2020-07-24T09:00:00.0;989.4434;736.9323;592.2764;144.6559;789.4338;727.8108;600.9119;126.8988;800.8497;1.0000
2020-07-24T09:00:00.0/2020-07-24T10:00:00.0;1123.2715;852.2070;693.8536;158.3534;815.1082;847.5621;709.8618;137.7003;833.8565;1.0000
2020-07-24T10:00:00.0/2020-07-24T11:00:00.0;1200.8563;917.3564;746.3397;171.0167;820.2325;915.0759;768.6481;146.4278;844.7349;1.0000
2020-07-24T11:00:00.0/2020-07-24T12:00:00.0;1216.8926;928.3322;748.9678;179.3643;812.2599;926.8841;774.5836;152.3006;840.0439;1.0000
2020-07-24T12:00:00.0/2020-07-24T13:00:00.0;1170.2705;885.3464;705.9397;179.4067;796.0182;883.0916;730.1902;152.9015;823.3453;1.0000
2020-07-24T13:00:00.0/2020-07-24T14:00:00.0;1064.1519;791.6927;620.7654;170.9273;769.5010;786.1973;638.7363;147.4609;791.7203;1.0000
2020-07-24T14:00:00.0/2020-07-24T15:00:00.0;905.7548;653.3416;496.1287;157.2128;721.8909;642.6461;506.0506;136.5956;736.2113;1.0000
2020-07-24T15:00:00.0/2020-07-24T16:00:00.0;705.8619;480.8492;342.4058;138.4435;637.3603;466.6100;346.1543;120.4557;644.1222;1.0000
2020-07-24T16:00:00.0/2020-07-24T17:00:00.0;478.0849;290.8916;181.3468;109.5448;493.0567;275.5792;178.0365;97.5427;482.8356;1.0000
2020-07-24T17:00:00.0/2020-07-24T18:00:00.0;237.9368;112.6182;50.5088;62.1093;255.4742;101.6343;41.2547;60.3796;197.2832;1.0000
2020-07-24T18:00:00.0/2020-07-24T19:00:00.0;29.5191;8.6488;1.3629;7.2859;20.8871;6.3612;0.0000;6.3612;0.0000;1.0000
2020-07-24T19:00:00.0/2020-07-24T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-24T20:00:00.0/2020-07-24T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-24T21:00:00.0/2020-07-24T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-24T22:00:00.0/2020-07-24T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-24T23:00:00.0/2020-07-25T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-25T00:00:00.0/2020-07-25T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-25T01:00:00.0/2020-07-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-25T02:00:00.0/2020-07-25T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-25T03:00:00.0/2020-07-25T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-25T04:00:00.0/2020-07-25T05:00:00.0;114.0117;50.4622;24.3771;26.0851;204.1815;43.4553;17.7025;25.7528;130.2505;1.0000
2020-07-25T05:00:00.0/2020-07-25T06:00:00.0;354.0624;214.8613;147.0990;67.7623;535.6667;199.7931;140.4252;59.3679;509.1209;1.0000
2020-07-25T06:00:00.0/2020-07-25T07:00:00.0;590.1636;408.3869;316.1336;92.2533;703.0685;391.6665;311.6692;79.9973;692.8417;1.0000
2020-07-25T07:00:00.0/2020-07-25T08:00:00.0;806.1917;594.9244;488.8054;106.1190;798.7944;579.3509;485.2166;94.1343;792.8516;1.0000
2020-07-25T08:00:00.0/2020-07-25T09:00:00.0;987.4099;754.8031;641.0135;113.7896;856.3116;743.0814;640.4794;102.6020;855.5280;1.0000
2020-07-25T09:00:00.0/2020-07-25T10:00:00.0;1121.4515;874.9534;759.4606;115.4927;893.6642;866.5042;761.0983;105.4059;895.5909;1.0000
2020-07-25T10:00:00.0/2020-07-25T11:00:00.0;1199.1636;945.8721;834.2504;111.6216;918.2589;938.4161;835.1603;103.2558;919.2661;1.0000
2020-07-25T11:00:00.0/2020-07-25T12:00:00.0;1215.2316;961.9004;856.9146;104.9859;930.8111;954.3127;855.3967;98.9161;929.1578;1.0000
2020-07-25T12:00:00.0/2020-07-25T13:00:00.0;1168.5432;921.3258;821.0074;100.3183;927.3593;912.8143;817.0534;95.7609;922.8843;1.0000
2020-07-25T13:00:00.0/2020-07-25T14:00:00.0;1062.2644;827.3139;729.7931;97.5208;906.5909;816.5240;723.9647;92.5593;899.3024;1.0000
2020-07-25T14:00:00.0/2020-07-25T15:00:00.0;903.6239;687.8606;595.7728;92.0878;869.5236;672.7416;586.9257;85.8159;856.4803;1.0000
2020-07-25T15:00:00.0/2020-07-25T16:00:00.0;703.4208;514.3849;431.9224;82.4625;808.5685;496.3806;422.0495;74.3310;789.9311;1.0000
2020-07-25T16:00:00.0/2020-07-25T17:00:00.0;475.2879;322.0788;255.0932;66.9856;702.5612;304.0306;245.5623;58.4683;675.5242;1.0000
2020-07-25T17:00:00.0/2020-07-25T18:00:00.0;234.7623;133.4050;90.9966;42.4084;484.1039;120.0065;80.8865;39.1200;420.3931;1.0000
2020-07-25T18:00:00.0/2020-07-25T19:00:00.0;27.8023;10.2892;4.1904;6.0988;68.2515;7.5351;1.1683;6.3668;15.3628;1.0000
2020-07-25T19:00:00.0/2020-07-25T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-25T20:00:00.0/2020-07-25T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-25T21:00:00.0/2020-07-25T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-25T22:00:00.0/2020-07-25T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-25T23:00:00.0/2020-07-26T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-26T00:00:00.0/2020-07-26T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-26T01:00:00.0/2020-07-26T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-26T02:00:00.0/2020-07-26T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-26T03:00:00.0/2020-07-26T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-26T04:00:00.0/2020-07-26T05:00:00.0;110.6590;53.4950;31.0624;22.4326;271.3226;45.9069;23.9463;21.9605;185.7319;1.0000
2020-07-26T05:00:00.0/2020-07-26T06:00:00.0;351.0052;223.8847;168.2475;55.6372;621.0938;207.8243;160.3307;47.4936;590.0228;1.0000
2020-07-26T06:00:00.0/2020-07-26T07:00:00.0;587.4753;417.0061;339.0238;77.9822;759.0612;399.1798;331.5473;67.6325;741.9343;1.0000
2020-07-26T07:00:00.0/2020-07-26T08:00:00.0;803.8411;599.9269;502.1120;97.8149;823.6865;583.4974;496.2874;87.2101;813.9582;1.0000
2020-07-26T08:00:00.0/2020-07-26T09:00:00.0;985.3423;755.9899;641.4558;114.5341;859.1418;743.7860;641.2394;102.5466;858.7269;1.0000
2020-07-26T09:00:00.0/2020-07-26T10:00:00.0;1119.5925;871.6676;745.1636;126.5039;878.6079;863.3906;750.6020;112.7886;884.9882;1.0000
2020-07-26T10:00:00.0/2020-07-26T11:00:00.0;1197.4237;937.4381;804.0123;133.4258;886.4998;930.9343;812.2708;118.6635;895.6057;1.0000
2020-07-26T11:00:00.0/2020-07-26T12:00:00.0;1213.5132;948.1732;810.5924;137.5808;881.9069;893.2874;677.7783;215.5091;737.3032;1.0000
2020-07-26T12:00:00.0/2020-07-26T13:00:00.0;1166.7465;903.2375;764.6712;138.5663;865.1819;864.9116;669.3379;195.5738;757.1766;1.0000
2020-07-26T13:00:00.0/2020-07-26T14:00:00.0;1060.2948;806.1115;670.2308;135.8807;834.1718;756.7911;585.1867;171.6044;726.0745;1.0000
2020-07-26T14:00:00.0/2020-07-26T15:00:00.0;901.3984;664.2500;535.4940;128.7560;783.2887;535.9390;294.9607;240.9784;427.2523;1.0000
2020-07-26T15:00:00.0/2020-07-26T16:00:00.0;700.8735;491.0771;377.3354;113.7417;708.5494;415.9290;256.9200;159.0091;495.1465;1.0000
2020-07-26T16:00:00.0/2020-07-26T17:00:00.0;472.3748;301.9081;212.9906;88.9175;588.6751;285.3514;206.8408;78.5106;570.6047;1.0000
2020-07-26T17:00:00.0/2020-07-26T18:00:00.0;231.4642;119.6445;67.8107;51.8338;359.2644;107.5676;58.1467;49.4209;296.6612;1.0000
2020-07-26T18:00:00.0/2020-07-26T19:00:00.0;26.0803;8.4243;2.2301;6.1942;36.9479;6.0884;0.1642;5.9242;2.0640;1.0000
2020-07-26T19:00:00.0/2020-07-26T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-26T20:00:00.0/2020-07-26T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-26T21:00:00.0/2020-07-26T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-26T22:00:00.0/2020-07-26T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-26T23:00:00.0/2020-07-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-27T00:00:00.0/2020-07-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-27T01:00:00.0/2020-07-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-27T02:00:00.0/2020-07-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-27T03:00:00.0/2020-07-27T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-27T04:00:00.0/2020-07-27T05:00:00.0;107.3203;47.1763;22.5883;24.5880;193.8786;40.4941;16.2059;24.2882;122.0822;1.0000
2020-07-27T05:00:00.0/2020-07-27T06:00:00.0;347.9107;211.4837;145.9970;65.4867;540.3723;196.3652;139.0596;57.3057;512.4034;1.0000
2020-07-27T06:00:00.0/2020-07-27T07:00:00.0;584.7542;405.5477;316.5632;88.9844;711.0134;388.6152;311.3571;77.2581;698.9794;1.0000
2020-07-27T07:00:00.0/2020-07-27T08:00:00.0;801.4588;591.2108;487.2574;103.9534;801.4039;575.4988;482.9945;92.5042;794.3001;1.0000
2020-07-27T08:00:00.0/2020-07-27T09:00:00.0;983.2407;749.8456;636.4135;113.4321;854.1890;738.1428;635.5903;102.5525;853.0002;1.0000
2020-07-27T09:00:00.0/2020-07-27T10:00:00.0;1117.6938;868.8022;751.8883;116.9139;888.1233;860.6812;753.8683;106.8128;890.4572;1.0000
2020-07-27T10:00:00.0/2020-07-27T11:00:00.0;1195.6361;938.7184;823.9782;114.7403;910.0240;931.8530;825.8898;105.9633;912.1391;1.0000
2020-07-27T11:00:00.0/2020-07-27T12:00:00.0;1211.7365;953.7067;844.0433;109.6633;919.8645;946.8692;844.0062;102.8630;919.8195;1.0000
2020-07-27T12:00:00.0/2020-07-27T13:00:00.0;1164.8796;910.8414;801.6215;109.2198;908.6246;903.3651;800.5624;102.8027;907.4332;1.0000
2020-07-27T13:00:00.0/2020-07-27T14:00:00.0;1058.2424;813.4185;700.7606;112.6579;874.0407;803.9070;699.6248;104.2822;872.5992;1.0000
2020-07-27T14:00:00.0/2020-07-27T15:00:00.0;899.0776;670.8882;559.4970;111.3912;820.6990;657.1967;556.0185;101.1782;815.5190;1.0000
2020-07-27T15:00:00.0/2020-07-27T16:00:00.0;698.2196;496.4254;395.4134;101.0120;745.6354;479.8675;390.2655;89.6020;735.7053;1.0000
2020-07-27T16:00:00.0/2020-07-27T17:00:00.0;469.3455;305.6171;225.4053;80.2118;627.5860;288.5488;217.8690;70.6798;605.5997;1.0000
2020-07-27T17:00:00.0/2020-07-27T18:00:00.0;228.0429;121.0403;73.1017;47.9386;394.0277;108.6601;63.1964;45.4637;328.8665;1.0000
2020-07-27T18:00:00.0/2020-07-27T19:00:00.0;24.3593;8.0677;2.3659;5.7018;40.5143;5.7688;0.2421;5.5267;3.1869;1.0000
2020-07-27T19:00:00.0/2020-07-27T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-27T20:00:00.0/2020-07-27T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-27T21:00:00.0/2020-07-27T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-27T22:00:00.0/2020-07-27T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-27T23:00:00.0/2020-07-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-28T00:00:00.0/2020-07-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-28T01:00:00.0/2020-07-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-28T02:00:00.0/2020-07-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-28T03:00:00.0/2020-07-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-28T04:00:00.0/2020-07-28T05:00:00.0;103.9992;46.2975;23.0420;23.2555;200.9871;39.6536;16.6619;22.9918;127.9884;1.0000
2020-07-28T05:00:00.0/2020-07-28T06:00:00.0;344.7802;211.3941;150.0422;61.3519;560.8062;196.1099;142.4630;53.6470;530.2028;1.0000
2020-07-28T06:00:00.0/2020-07-28T07:00:00.0;582.0009;405.5257;323.0016;82.5241;729.2747;388.3626;316.1818;72.1808;713.5350;1.0000
2020-07-28T07:00:00.0/2020-07-28T08:00:00.0;799.0449;590.9225;494.6323;96.2902;816.2548;574.9598;487.9855;86.9743;805.1813;1.0000
2020-07-28T08:00:00.0/2020-07-28T09:00:00.0;981.1049;749.4388;644.1843;105.2545;866.7281;737.4169;640.4438;96.9730;861.6197;1.0000
2020-07-28T09:00:00.0/2020-07-28T10:00:00.0;1115.7552;866.1290;751.2077;114.9213;889.2260;858.0371;752.1467;105.8904;890.2821;1.0000
2020-07-28T10:00:00.0/2020-07-28T11:00:00.0;1193.7999;931.6462;805.8340;125.8122;891.6189;925.6384;811.5807;114.0577;897.9629;1.0000
2020-07-28T11:00:00.0/2020-07-28T12:00:00.0;1209.9006;942.2948;807.9590;134.3358;882.0538;937.1452;817.0013;120.1440;891.9290;1.0000
2020-07-28T12:00:00.0/2020-07-28T13:00:00.0;1162.9417;898.5098;761.5293;136.9804;864.8536;892.8170;770.7253;122.0917;875.2866;1.0000
2020-07-28T13:00:00.0/2020-07-28T14:00:00.0;1056.1064;803.5042;670.2651;133.2391;837.9404;795.0656;675.9985;119.0670;845.0601;1.0000
2020-07-28T14:00:00.0/2020-07-28T15:00:00.0;896.6609;663.1518;537.8687;125.2832;791.3499;650.0801;538.6021;111.4781;792.3229;1.0000
2020-07-28T15:00:00.0/2020-07-28T16:00:00.0;695.4586;490.0317;380.1283;109.9034;719.7305;473.8715;377.3954;96.4760;714.3060;1.0000
2020-07-28T16:00:00.0/2020-07-28T17:00:00.0;466.2000;299.9705;214.5422;85.4282;601.1325;283.1734;208.0370;75.1363;581.8185;1.0000
2020-07-28T17:00:00.0/2020-07-28T18:00:00.0;224.4987;116.8771;67.4869;49.3902;367.5386;104.8209;57.7832;47.0377;302.1081;1.0000
2020-07-28T18:00:00.0/2020-07-28T19:00:00.0;22.6457;7.2888;1.9158;5.3730;33.7390;5.1353;0.0961;5.0392;1.2817;1.0000
2020-07-28T19:00:00.0/2020-07-28T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-28T20:00:00.0/2020-07-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-28T21:00:00.0/2020-07-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-28T22:00:00.0/2020-07-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-28T23:00:00.0/2020-07-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-29T00:00:00.0/2020-07-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-29T01:00:00.0/2020-07-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-29T02:00:00.0/2020-07-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-29T03:00:00.0/2020-07-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-29T04:00:00.0/2020-07-29T05:00:00.0;100.6988;40.0326;14.6091;25.4236;126.1789;34.2521;9.0482;25.2039;66.9490;1.0000
2020-07-29T05:00:00.0/2020-07-29T06:00:00.0;341.6145;193.4265;115.0447;78.3819;430.8463;179.6661;109.2461;70.4200;406.1620;1.0000
2020-07-29T06:00:00.0/2020-07-29T07:00:00.0;579.2159;382.3656;267.8345;114.5311;606.7273;367.2694;267.8000;99.4694;606.1647;1.0000
2020-07-29T07:00:00.0/2020-07-29T08:00:00.0;796.5996;565.4459;425.3490;140.0969;703.8732;552.1760;431.2261;120.9498;713.4855;1.0000
2020-07-29T08:00:00.0/2020-07-29T09:00:00.0;978.9347;722.5123;563.9417;158.5706;760.5029;713.7000;576.7708;136.9292;777.6923;1.0000
2020-07-29T09:00:00.0/2020-07-29T10:00:00.0;1113.7762;840.7576;672.3318;168.4257;797.2618;836.2742;691.6605;144.6136;820.1704;1.0000
2020-07-29T10:00:00.0/2020-07-29T11:00:00.0;1191.9147;910.6135;740.4694;170.1442;820.7227;907.8514;762.2569;145.5945;844.8730;1.0000
2020-07-29T11:00:00.0/2020-07-29T12:00:00.0;1208.0050;925.5626;757.7954;167.7671;828.8006;922.9374;778.9285;144.0089;851.9112;1.0000
2020-07-29T12:00:00.0/2020-07-29T13:00:00.0;1160.9318;884.0569;720.1810;163.8759;819.4944;880.3065;738.5815;141.7249;840.4228;1.0000
2020-07-29T13:00:00.0/2020-07-29T14:00:00.0;1053.8860;789.3694;631.2393;158.1301;790.9524;782.5133;644.8246;137.6887;807.9252;1.0000
2020-07-29T14:00:00.0/2020-07-29T15:00:00.0;894.1478;649.4283;502.0495;147.3788;740.7508;637.6510;509.1110;128.5400;751.0797;1.0000
2020-07-29T15:00:00.0/2020-07-29T16:00:00.0;692.5903;476.4367;347.5457;128.8910;660.3824;461.3964;349.4001;111.9963;663.6351;1.0000
2020-07-29T16:00:00.0/2020-07-29T17:00:00.0;462.9382;286.8955;187.0290;99.8665;526.1953;270.9406;182.7028;88.2378;512.7791;1.0000
2020-07-29T17:00:00.0/2020-07-29T18:00:00.0;220.8321;107.3777;51.7108;55.6670;279.6815;96.2673;42.5771;53.6902;216.6803;1.0000
2020-07-29T18:00:00.0/2020-07-29T19:00:00.0;20.9457;6.1364;0.9446;5.1919;16.8189;4.2299;0.0000;4.2299;0.0000;1.0000
2020-07-29T19:00:00.0/2020-07-29T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-29T20:00:00.0/2020-07-29T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-29T21:00:00.0/2020-07-29T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-29T22:00:00.0/2020-07-29T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-29T23:00:00.0/2020-07-30T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-30T00:00:00.0/2020-07-30T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-30T01:00:00.0/2020-07-30T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-30T02:00:00.0/2020-07-30T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-30T03:00:00.0/2020-07-30T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-30T04:00:00.0/2020-07-30T05:00:00.0;97.4221;36.5438;10.3341;26.2096;88.2101;31.2814;5.6612;25.6202;40.9241;1.0000
2020-07-30T05:00:00.0/2020-07-30T06:00:00.0;338.4146;187.2234;102.0246;85.1989;382.3789;173.9087;97.4581;76.4506;362.0650;1.0000
2020-07-30T06:00:00.0/2020-07-30T07:00:00.0;576.3998;380.7707;259.4377;121.3329;589.5863;365.5441;261.5600;103.9841;594.0299;1.0000
2020-07-30T07:00:00.0/2020-07-30T08:00:00.0;794.1231;570.1917;430.1124;140.0793;713.6663;556.0405;436.6286;119.4118;724.4756;1.0000
2020-07-30T08:00:00.0/2020-07-30T09:00:00.0;976.7299;733.2365;585.1747;148.0618;790.8816;722.6426;595.1941;127.4485;804.3945;1.0000
2020-07-30T09:00:00.0/2020-07-30T10:00:00.0;1111.7562;854.0695;700.6782;153.3913;832.6595;847.1533;715.0751;132.0781;849.7360;1.0000
2020-07-30T10:00:00.0/2020-07-30T11:00:00.0;1189.9796;923.2089;764.7794;158.4295;849.2768;917.9578;782.4973;135.4605;868.9483;1.0000
2020-07-30T11:00:00.0/2020-07-30T12:00:00.0;1206.0487;936.8604;776.9877;159.8727;851.3721;931.9086;795.3464;136.5623;871.4875;1.0000
2020-07-30T12:00:00.0/2020-07-30T13:00:00.0;1158.8492;893.1406;734.3904;158.7502;837.3515;887.5151;751.1751;136.3400;856.4841;1.0000
2020-07-30T13:00:00.0/2020-07-30T14:00:00.0;1051.5806;795.5203;640.9741;154.5462;805.0742;787.4119;653.6823;133.7296;820.9928;1.0000
2020-07-30T14:00:00.0/2020-07-30T15:00:00.0;891.5377;652.5746;507.4230;145.1516;750.9971;640.0415;514.1171;125.9245;760.8210;1.0000
2020-07-30T15:00:00.0/2020-07-30T16:00:00.0;689.6146;477.1788;349.3819;127.7969;666.8098;461.7353;351.2524;110.4828;670.1240;1.0000
2020-07-30T16:00:00.0/2020-07-30T17:00:00.0;459.5606;285.7705;186.2916;99.4788;527.8032;269.6632;182.1426;87.5206;514.7908;1.0000
2020-07-30T17:00:00.0/2020-07-30T18:00:00.0;217.0436;105.2546;50.2115;55.0431;274.9670;94.2668;41.2224;53.0443;211.6870;1.0000
2020-07-30T18:00:00.0/2020-07-30T19:00:00.0;19.2655;5.5974;0.8322;4.7652;15.2911;3.7822;0.0000;3.7822;0.0000;1.0000
2020-07-30T19:00:00.0/2020-07-30T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-07-30T20:00:00.0/2020-07-30T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
